x
volume_of_grey_matter_in_lateral_occipital_cortex_superior_division_right_f25825_2_0
volume_of_grey_matter_in_lateral_occipital_cortex_inferior_division_left_f25826_2_0
volume_of_grey_matter_in_lateral_occipital_cortex_inferior_division_right_f25827_2_0
volume_of_grey_matter_in_intracalcarine_cortex_left_f25828_2_0
volume_of_grey_matter_in_intracalcarine_cortex_right_f25829_2_0
volume_of_grey_matter_in_frontal_medial_cortex_left_f25830_2_0
volume_of_grey_matter_in_frontal_medial_cortex_right_f25831_2_0
volume_of_grey_matter_in_juxtapositional_lobule_cortex_formerly_supplementary_motor_cortex_left_f25832_2_0
volume_of_grey_matter_in_juxtapositional_lobule_cortex_formerly_supplementary_motor_cortex_right_f25833_2_0
volume_of_grey_matter_in_subcallosal_cortex_left_f25834_2_0
volume_of_grey_matter_in_subcallosal_cortex_right_f25835_2_0
volume_of_grey_matter_in_paracingulate_gyrus_left_f25836_2_0
volume_of_grey_matter_in_paracingulate_gyrus_right_f25837_2_0
volume_of_grey_matter_in_cingulate_gyrus_anterior_division_left_f25838_2_0
volume_of_grey_matter_in_cingulate_gyrus_anterior_division_right_f25839_2_0
volume_of_grey_matter_in_cingulate_gyrus_posterior_division_left_f25840_2_0
volume_of_grey_matter_in_cingulate_gyrus_posterior_division_right_f25841_2_0
volume_of_grey_matter_in_precuneous_cortex_left_f25842_2_0
volume_of_grey_matter_in_precuneous_cortex_right_f25843_2_0
volume_of_grey_matter_in_cuneal_cortex_left_f25844_2_0
volume_of_grey_matter_in_cuneal_cortex_right_f25845_2_0
volume_of_grey_matter_in_frontal_orbital_cortex_left_f25846_2_0
volume_of_grey_matter_in_frontal_orbital_cortex_right_f25847_2_0
volume_of_grey_matter_in_parahippocampal_gyrus_anterior_division_left_f25848_2_0
volume_of_grey_matter_in_parahippocampal_gyrus_anterior_division_right_f25849_2_0
volume_of_grey_matter_in_parahippocampal_gyrus_posterior_division_left_f25850_2_0
volume_of_grey_matter_in_parahippocampal_gyrus_posterior_division_right_f25851_2_0
volume_of_grey_matter_in_lingual_gyrus_left_f25852_2_0
volume_of_grey_matter_in_lingual_gyrus_right_f25853_2_0
volume_of_grey_matter_in_temporal_fusiform_cortex_anterior_division_left_f25854_2_0
volume_of_grey_matter_in_temporal_fusiform_cortex_anterior_division_right_f25855_2_0
volume_of_grey_matter_in_temporal_fusiform_cortex_posterior_division_left_f25856_2_0
volume_of_grey_matter_in_temporal_fusiform_cortex_posterior_division_right_f25857_2_0
volume_of_grey_matter_in_temporal_occipital_fusiform_cortex_left_f25858_2_0
volume_of_grey_matter_in_temporal_occipital_fusiform_cortex_right_f25859_2_0
volume_of_grey_matter_in_occipital_fusiform_gyrus_left_f25860_2_0
volume_of_grey_matter_in_occipital_fusiform_gyrus_right_f25861_2_0
volume_of_grey_matter_in_frontal_operculum_cortex_left_f25862_2_0
volume_of_grey_matter_in_frontal_operculum_cortex_right_f25863_2_0
volume_of_grey_matter_in_central_opercular_cortex_left_f25864_2_0
volume_of_grey_matter_in_central_opercular_cortex_right_f25865_2_0
volume_of_grey_matter_in_parietal_operculum_cortex_left_f25866_2_0
volume_of_grey_matter_in_parietal_operculum_cortex_right_f25867_2_0
volume_of_grey_matter_in_planum_polare_left_f25868_2_0
volume_of_grey_matter_in_planum_polare_right_f25869_2_0
volume_of_grey_matter_in_heschls_gyrus_includes_h1_and_h2_left_f25870_2_0
volume_of_grey_matter_in_heschls_gyrus_includes_h1_and_h2_right_f25871_2_0
volume_of_grey_matter_in_planum_temporale_left_f25872_2_0
volume_of_grey_matter_in_planum_temporale_right_f25873_2_0
volume_of_grey_matter_in_supracalcarine_cortex_left_f25874_2_0
volume_of_grey_matter_in_supracalcarine_cortex_right_f25875_2_0
volume_of_grey_matter_in_occipital_pole_left_f25876_2_0
volume_of_grey_matter_in_occipital_pole_right_f25877_2_0
volume_of_grey_matter_in_thalamus_left_f25878_2_0
volume_of_grey_matter_in_thalamus_right_f25879_2_0
volume_of_grey_matter_in_caudate_left_f25880_2_0
volume_of_grey_matter_in_caudate_right_f25881_2_0
volume_of_grey_matter_in_putamen_left_f25882_2_0
volume_of_grey_matter_in_putamen_right_f25883_2_0
volume_of_grey_matter_in_pallidum_left_f25884_2_0
volume_of_grey_matter_in_pallidum_right_f25885_2_0
volume_of_grey_matter_in_hippocampus_left_f25886_2_0
volume_of_grey_matter_in_hippocampus_right_f25887_2_0
volume_of_grey_matter_in_amygdala_left_f25888_2_0
volume_of_grey_matter_in_amygdala_right_f25889_2_0
volume_of_grey_matter_in_ventral_striatum_left_f25890_2_0
volume_of_grey_matter_in_ventral_striatum_right_f25891_2_0
volume_of_grey_matter_in_brainstem_f25892_2_0
volume_of_grey_matter_in_iiv_cerebellum_left_f25893_2_0
volume_of_grey_matter_in_iiv_cerebellum_right_f25894_2_0
volume_of_grey_matter_in_v_cerebellum_left_f25895_2_0
volume_of_grey_matter_in_v_cerebellum_right_f25896_2_0
volume_of_grey_matter_in_vi_cerebellum_left_f25897_2_0
volume_of_grey_matter_in_vermis_vi_cerebellum_f25898_2_0
volume_of_grey_matter_in_vi_cerebellum_right_f25899_2_0
volume_of_grey_matter_in_crus_i_cerebellum_left_f25900_2_0
volume_of_grey_matter_in_vermis_crus_i_cerebellum_f25901_2_0
volume_of_grey_matter_in_crus_i_cerebellum_right_f25902_2_0
volume_of_grey_matter_in_crus_ii_cerebellum_left_f25903_2_0
volume_of_grey_matter_in_vermis_crus_ii_cerebellum_f25904_2_0
volume_of_grey_matter_in_crus_ii_cerebellum_right_f25905_2_0
volume_of_grey_matter_in_viib_cerebellum_left_f25906_2_0
volume_of_grey_matter_in_vermis_viib_cerebellum_f25907_2_0
volume_of_grey_matter_in_viib_cerebellum_right_f25908_2_0
volume_of_grey_matter_in_viiia_cerebellum_left_f25909_2_0
volume_of_grey_matter_in_vermis_viiia_cerebellum_f25910_2_0
volume_of_grey_matter_in_viiia_cerebellum_right_f25911_2_0
volume_of_grey_matter_in_viiib_cerebellum_left_f25912_2_0
volume_of_grey_matter_in_vermis_viiib_cerebellum_f25913_2_0
volume_of_grey_matter_in_viiib_cerebellum_right_f25914_2_0
volume_of_grey_matter_in_ix_cerebellum_left_f25915_2_0
volume_of_grey_matter_in_vermis_ix_cerebellum_f25916_2_0
volume_of_grey_matter_in_ix_cerebellum_right_f25917_2_0
volume_of_grey_matter_in_x_cerebellum_left_f25918_2_0
volume_of_grey_matter_in_vermis_x_cerebellum_f25919_2_0
volume_of_grey_matter_in_x_cerebellum_right_f25920_2_0
mean_fa_in_middle_cerebellar_peduncle_on_fa_skeleton_f25056_2_0
mean_fa_in_pontine_crossing_tract_on_fa_skeleton_f25057_2_0
mean_fa_in_genu_of_corpus_callosum_on_fa_skeleton_f25058_2_0
mean_fa_in_body_of_corpus_callosum_on_fa_skeleton_f25059_2_0
mean_fa_in_splenium_of_corpus_callosum_on_fa_skeleton_f25060_2_0
mean_fa_in_fornix_on_fa_skeleton_f25061_2_0
mean_fa_in_corticospinal_tract_on_fa_skeleton_right_f25062_2_0
mean_fa_in_corticospinal_tract_on_fa_skeleton_left_f25063_2_0
mean_fa_in_medial_lemniscus_on_fa_skeleton_right_f25064_2_0
mean_fa_in_medial_lemniscus_on_fa_skeleton_left_f25065_2_0
mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_right_f25066_2_0
mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25067_2_0
mean_fa_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25068_2_0
mean_fa_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25069_2_0
mean_fa_in_cerebral_peduncle_on_fa_skeleton_right_f25070_2_0
mean_fa_in_cerebral_peduncle_on_fa_skeleton_left_f25071_2_0
mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25072_2_0
mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25073_2_0
mean_fa_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25074_2_0
mean_fa_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25075_2_0
mean_fa_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25076_2_0
mean_fa_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25077_2_0
mean_fa_in_anterior_corona_radiata_on_fa_skeleton_right_f25078_2_0
mean_fa_in_anterior_corona_radiata_on_fa_skeleton_left_f25079_2_0
mean_fa_in_superior_corona_radiata_on_fa_skeleton_right_f25080_2_0
mean_fa_in_superior_corona_radiata_on_fa_skeleton_left_f25081_2_0
mean_fa_in_posterior_corona_radiata_on_fa_skeleton_right_f25082_2_0
mean_fa_in_posterior_corona_radiata_on_fa_skeleton_left_f25083_2_0
mean_fa_in_posterior_thalamic_radiation_on_fa_skeleton_right_f25084_2_0
mean_fa_in_posterior_thalamic_radiation_on_fa_skeleton_left_f25085_2_0
mean_fa_in_sagittal_stratum_on_fa_skeleton_right_f25086_2_0
mean_fa_in_sagittal_stratum_on_fa_skeleton_left_f25087_2_0
mean_fa_in_external_capsule_on_fa_skeleton_right_f25088_2_0
mean_fa_in_external_capsule_on_fa_skeleton_left_f25089_2_0
mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_right_f25090_2_0
mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25091_2_0
mean_fa_in_cingulum_hippocampus_on_fa_skeleton_right_f25092_2_0
mean_fa_in_cingulum_hippocampus_on_fa_skeleton_left_f25093_2_0
mean_fa_in_fornix_cresstria_terminalis_on_fa_skeleton_right_f25094_2_0
mean_fa_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25095_2_0
mean_fa_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25096_2_0
mean_fa_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25097_2_0
mean_fa_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25098_2_0
mean_fa_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25099_2_0
mean_fa_in_uncinate_fasciculus_on_fa_skeleton_right_f25100_2_0
mean_fa_in_uncinate_fasciculus_on_fa_skeleton_left_f25101_2_0
mean_fa_in_tapetum_on_fa_skeleton_right_f25102_2_0
mean_fa_in_tapetum_on_fa_skeleton_left_f25103_2_0
mean_md_in_middle_cerebellar_peduncle_on_fa_skeleton_f25104_2_0
mean_md_in_pontine_crossing_tract_on_fa_skeleton_f25105_2_0
mean_md_in_genu_of_corpus_callosum_on_fa_skeleton_f25106_2_0
mean_md_in_body_of_corpus_callosum_on_fa_skeleton_f25107_2_0
mean_md_in_splenium_of_corpus_callosum_on_fa_skeleton_f25108_2_0
mean_md_in_fornix_on_fa_skeleton_f25109_2_0
mean_md_in_corticospinal_tract_on_fa_skeleton_right_f25110_2_0
mean_md_in_corticospinal_tract_on_fa_skeleton_left_f25111_2_0
mean_md_in_medial_lemniscus_on_fa_skeleton_right_f25112_2_0
mean_md_in_medial_lemniscus_on_fa_skeleton_left_f25113_2_0
mean_md_in_inferior_cerebellar_peduncle_on_fa_skeleton_right_f25114_2_0
mean_md_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25115_2_0
mean_md_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25116_2_0
mean_md_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25117_2_0
mean_md_in_cerebral_peduncle_on_fa_skeleton_right_f25118_2_0
mean_md_in_cerebral_peduncle_on_fa_skeleton_left_f25119_2_0
mean_md_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25120_2_0
mean_md_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25121_2_0
mean_md_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25122_2_0
mean_md_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25123_2_0
mean_md_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25124_2_0
mean_md_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25125_2_0
mean_md_in_anterior_corona_radiata_on_fa_skeleton_right_f25126_2_0
mean_md_in_anterior_corona_radiata_on_fa_skeleton_left_f25127_2_0
mean_md_in_superior_corona_radiata_on_fa_skeleton_right_f25128_2_0
mean_md_in_superior_corona_radiata_on_fa_skeleton_left_f25129_2_0
mean_md_in_posterior_corona_radiata_on_fa_skeleton_right_f25130_2_0
mean_md_in_posterior_corona_radiata_on_fa_skeleton_left_f25131_2_0
mean_md_in_posterior_thalamic_radiation_on_fa_skeleton_right_f25132_2_0
mean_md_in_posterior_thalamic_radiation_on_fa_skeleton_left_f25133_2_0
mean_md_in_sagittal_stratum_on_fa_skeleton_right_f25134_2_0
mean_md_in_sagittal_stratum_on_fa_skeleton_left_f25135_2_0
mean_md_in_external_capsule_on_fa_skeleton_right_f25136_2_0
mean_md_in_external_capsule_on_fa_skeleton_left_f25137_2_0
mean_md_in_cingulum_cingulate_gyrus_on_fa_skeleton_right_f25138_2_0
mean_md_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25139_2_0
mean_md_in_cingulum_hippocampus_on_fa_skeleton_right_f25140_2_0
mean_md_in_cingulum_hippocampus_on_fa_skeleton_left_f25141_2_0
mean_md_in_fornix_cresstria_terminalis_on_fa_skeleton_right_f25142_2_0
mean_md_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25143_2_0
mean_md_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25144_2_0
mean_md_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25145_2_0
mean_md_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25146_2_0
mean_md_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25147_2_0
mean_md_in_uncinate_fasciculus_on_fa_skeleton_right_f25148_2_0
mean_md_in_uncinate_fasciculus_on_fa_skeleton_left_f25149_2_0
mean_md_in_tapetum_on_fa_skeleton_right_f25150_2_0
mean_md_in_tapetum_on_fa_skeleton_left_f25151_2_0
mean_mo_in_middle_cerebellar_peduncle_on_fa_skeleton_f25152_2_0
mean_mo_in_pontine_crossing_tract_on_fa_skeleton_f25153_2_0
mean_mo_in_genu_of_corpus_callosum_on_fa_skeleton_f25154_2_0
mean_mo_in_body_of_corpus_callosum_on_fa_skeleton_f25155_2_0
mean_mo_in_splenium_of_corpus_callosum_on_fa_skeleton_f25156_2_0
mean_mo_in_fornix_on_fa_skeleton_f25157_2_0
mean_mo_in_corticospinal_tract_on_fa_skeleton_right_f25158_2_0
mean_mo_in_corticospinal_tract_on_fa_skeleton_left_f25159_2_0
mean_mo_in_medial_lemniscus_on_fa_skeleton_right_f25160_2_0
mean_mo_in_medial_lemniscus_on_fa_skeleton_left_f25161_2_0
mean_mo_in_inferior_cerebellar_peduncle_on_fa_skeleton_right_f25162_2_0
mean_mo_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25163_2_0
mean_mo_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25164_2_0
mean_mo_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25165_2_0
mean_mo_in_cerebral_peduncle_on_fa_skeleton_right_f25166_2_0
mean_mo_in_cerebral_peduncle_on_fa_skeleton_left_f25167_2_0
mean_mo_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25168_2_0
mean_mo_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25169_2_0
mean_mo_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25170_2_0
mean_mo_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25171_2_0
mean_mo_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25172_2_0
mean_mo_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25173_2_0
mean_mo_in_anterior_corona_radiata_on_fa_skeleton_right_f25174_2_0
mean_mo_in_anterior_corona_radiata_on_fa_skeleton_left_f25175_2_0
mean_mo_in_superior_corona_radiata_on_fa_skeleton_right_f25176_2_0
mean_mo_in_superior_corona_radiata_on_fa_skeleton_left_f25177_2_0
mean_mo_in_posterior_corona_radiata_on_fa_skeleton_right_f25178_2_0
mean_mo_in_posterior_corona_radiata_on_fa_skeleton_left_f25179_2_0
mean_mo_in_posterior_thalamic_radiation_on_fa_skeleton_right_f25180_2_0
mean_mo_in_posterior_thalamic_radiation_on_fa_skeleton_left_f25181_2_0
mean_mo_in_sagittal_stratum_on_fa_skeleton_right_f25182_2_0
mean_mo_in_sagittal_stratum_on_fa_skeleton_left_f25183_2_0
mean_mo_in_external_capsule_on_fa_skeleton_right_f25184_2_0
mean_mo_in_external_capsule_on_fa_skeleton_left_f25185_2_0
mean_mo_in_cingulum_cingulate_gyrus_on_fa_skeleton_right_f25186_2_0
mean_mo_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25187_2_0
mean_mo_in_cingulum_hippocampus_on_fa_skeleton_right_f25188_2_0
mean_mo_in_cingulum_hippocampus_on_fa_skeleton_left_f25189_2_0
mean_mo_in_fornix_cresstria_terminalis_on_fa_skeleton_right_f25190_2_0
mean_mo_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25191_2_0
mean_mo_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25192_2_0
mean_mo_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25193_2_0
mean_mo_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25194_2_0
mean_mo_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25195_2_0
mean_mo_in_uncinate_fasciculus_on_fa_skeleton_right_f25196_2_0
mean_mo_in_uncinate_fasciculus_on_fa_skeleton_left_f25197_2_0
mean_mo_in_tapetum_on_fa_skeleton_right_f25198_2_0
mean_mo_in_tapetum_on_fa_skeleton_left_f25199_2_0
mean_l1_in_middle_cerebellar_peduncle_on_fa_skeleton_f25200_2_0
mean_l1_in_pontine_crossing_tract_on_fa_skeleton_f25201_2_0
mean_l1_in_genu_of_corpus_callosum_on_fa_skeleton_f25202_2_0
mean_l1_in_body_of_corpus_callosum_on_fa_skeleton_f25203_2_0
mean_l1_in_splenium_of_corpus_callosum_on_fa_skeleton_f25204_2_0
mean_l1_in_fornix_on_fa_skeleton_f25205_2_0
mean_l1_in_corticospinal_tract_on_fa_skeleton_right_f25206_2_0
mean_l1_in_corticospinal_tract_on_fa_skeleton_left_f25207_2_0
mean_l1_in_medial_lemniscus_on_fa_skeleton_right_f25208_2_0
mean_l1_in_medial_lemniscus_on_fa_skeleton_left_f25209_2_0
mean_l1_in_inferior_cerebellar_peduncle_on_fa_skeleton_right_f25210_2_0
mean_l1_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25211_2_0
mean_l1_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25212_2_0
mean_l1_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25213_2_0
mean_l1_in_cerebral_peduncle_on_fa_skeleton_right_f25214_2_0
mean_l1_in_cerebral_peduncle_on_fa_skeleton_left_f25215_2_0
mean_l1_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25216_2_0
mean_l1_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25217_2_0
mean_l1_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25218_2_0
mean_l1_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25219_2_0
mean_l1_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25220_2_0
mean_l1_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25221_2_0
mean_l1_in_anterior_corona_radiata_on_fa_skeleton_right_f25222_2_0
mean_l1_in_anterior_corona_radiata_on_fa_skeleton_left_f25223_2_0
mean_l1_in_superior_corona_radiata_on_fa_skeleton_right_f25224_2_0
mean_l1_in_superior_corona_radiata_on_fa_skeleton_left_f25225_2_0
mean_l1_in_posterior_corona_radiata_on_fa_skeleton_right_f25226_2_0
mean_l1_in_posterior_corona_radiata_on_fa_skeleton_left_f25227_2_0
mean_l1_in_posterior_thalamic_radiation_on_fa_skeleton_right_f25228_2_0
mean_l1_in_posterior_thalamic_radiation_on_fa_skeleton_left_f25229_2_0
mean_l1_in_sagittal_stratum_on_fa_skeleton_right_f25230_2_0
mean_l1_in_sagittal_stratum_on_fa_skeleton_left_f25231_2_0
mean_l1_in_external_capsule_on_fa_skeleton_right_f25232_2_0
mean_l1_in_external_capsule_on_fa_skeleton_left_f25233_2_0
mean_l1_in_cingulum_cingulate_gyrus_on_fa_skeleton_right_f25234_2_0
mean_l1_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25235_2_0
mean_l1_in_cingulum_hippocampus_on_fa_skeleton_right_f25236_2_0
mean_l1_in_cingulum_hippocampus_on_fa_skeleton_left_f25237_2_0
mean_l1_in_fornix_cresstria_terminalis_on_fa_skeleton_right_f25238_2_0
mean_l1_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25239_2_0
mean_l1_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25240_2_0
mean_l1_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25241_2_0
mean_l1_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25242_2_0
mean_l1_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25243_2_0
mean_l1_in_uncinate_fasciculus_on_fa_skeleton_right_f25244_2_0
